urgencia,ubicacion,ubicacion_especifica,piso,es_fase_2,tipo,fecha_hora
low,sala de estudio,E803,8,False,plagio,2025-06-23 10:11:00
low,dirección general,,10,False,comportamiento,2025-06-06 04:37:00
low,el café,,6,False,plagio,2025-10-15 21:21:00
medium,aula,A401,4,False,agresión,2025-04-02 07:06:00
medium,aula,A102,1,False,plagio,2025-10-19 01:44:00
medium,sala sum,,1,False,agresión,2025-04-24 11:29:00
medium,patio,,-1,True,agresión,2025-07-11 04:05:00
medium,jardines,,6,False,plagio,2025-06-16 19:41:00
low,entrada fase 2,,1,True,plagio,2025-01-14 14:15:00
medium,sala de estudio,E1004,10,False,agresión,2025-05-19 08:31:00
low,auditorio,,-1,False,comportamiento,2025-07-14 04:14:00
medium,auditorio,,-1,False,plagio,2025-05-02 15:50:00
medium,aula,A908,9,False,agresión,2025-07-23 19:27:00
medium,auditorio,,-1,False,plagio,2025-01-18 22:23:00
low,dirección general,,10,False,comportamiento,2025-06-19 20:15:00
medium,aula magna,,-1,True,plagio,2025-01-05 01:59:00
low,dirección general,,10,False,plagio,2025-03-21 04:04:00
low,aula,A101,1,False,plagio,2025-10-07 18:49:00
high,el café,,6,False,comportamiento,2025-06-01 18:02:00
medium,entrada fase 2,,1,True,plagio,2025-03-28 22:50:00
high,entrada,,1,False,comportamiento,2025-05-24 04:30:00
low,patio,,-1,True,plagio,2025-03-04 19:47:00
medium,comedor,,1,True,plagio,2025-04-25 20:30:00
low,el café,,6,False,plagio,2025-06-30 17:14:00
high,counter admisión,,1,False,comportamiento,2025-09-11 05:52:00
medium,patio,,-1,True,plagio,2025-01-24 23:40:00
medium,counter admisión,,1,False,plagio,2025-01-13 10:51:00
low,entrada,,1,False,plagio,2025-02-22 00:16:00
high,auditorio,,-1,False,plagio,2025-02-10 19:18:00
medium,counter admisión,,1,False,plagio,2025-07-08 14:47:00
low,listo,,1,False,plagio,2025-02-25 20:54:00
low,almacén,,-1,True,plagio,2025-10-23 09:47:00
low,aula magna,,-1,True,comportamiento,2025-02-06 09:51:00
low,counter admisión,,1,False,agresión,2025-07-07 16:49:00
low,oficina,P608,6,False,comportamiento,2025-07-29 01:18:00
medium,counter alumnos,,1,False,plagio,2025-08-10 00:17:00
low,dirección general,,10,False,comportamiento,2025-01-01 23:02:00
low,listo,,1,False,plagio,2025-04-07 16:09:00
medium,counter alumnos,,1,False,plagio,2025-10-19 02:52:00
low,oficina,P516,5,False,plagio,2025-10-19 14:28:00
medium,counter admisión,,1,False,agresión,2025-10-18 00:45:00
low,laboratorio,L412,4,False,plagio,2025-08-02 01:48:00
low,lia cook,,11,False,plagio,2025-10-16 03:30:00
low,sala de estudio,E809,8,False,plagio,2025-02-03 02:08:00
high,aula,A602,6,False,comportamiento,2025-01-08 01:46:00
medium,listo,,1,False,plagio,2025-06-07 11:28:00
medium,auditorio,,-1,False,agresión,2025-01-14 13:33:00
low,entrada fase 2,,1,True,plagio,2025-09-13 19:28:00
medium,oficina,P310,3,False,plagio,2025-07-01 21:36:00
low,patio,,-1,True,comportamiento,2025-04-07 12:27:00
low,entrada,,1,False,plagio,2025-05-25 21:36:00
medium,dirección general,,10,False,plagio,2025-06-19 18:36:00
low,dirección general,,10,False,plagio,2025-09-15 18:12:00
medium,comedor,,1,True,plagio,2025-06-08 20:59:00
low,aula,A803,8,False,plagio,2025-02-11 07:40:00
medium,patio,,-1,True,plagio,2025-10-01 13:13:00
low,oficina,P610,6,False,comportamiento,2025-05-14 13:48:00
high,sala de estudio,E816,8,False,comportamiento,2025-01-19 09:47:00
low,laboratorio,L413,4,False,plagio,2025-08-06 08:45:00
low,estacionamiento,,-1,False,agresión,2025-02-03 02:53:00
low,auditorio,,-1,False,plagio,2025-04-27 18:52:00
low,entrada,,1,False,plagio,2025-05-29 04:16:00
low,counter alumnos,,1,False,plagio,2025-01-06 02:28:00
medium,lia cook,,11,False,comportamiento,2025-02-04 11:28:00
low,laboratorio,L414,4,False,plagio,2025-03-12 20:10:00
low,lia cook,,11,False,agresión,2025-04-25 03:04:00
high,sala de estudio,E813,8,False,plagio,2025-03-20 00:44:00
low,comedor,,1,True,comportamiento,2025-03-02 06:36:00
low,aula magna,,-1,True,plagio,2025-08-23 11:18:00
low,counter admisión,,1,False,plagio,2025-01-09 08:18:00
low,entrada fase 2,,1,True,plagio,2025-02-28 00:00:00
low,aula magna,,-1,True,comportamiento,2025-09-14 01:54:00
low,sala de estudio,E817,8,False,plagio,2025-04-02 02:20:00
low,auditorio,,-1,False,plagio,2025-06-15 02:42:00
low,counter alumnos,,1,False,comportamiento,2025-02-20 08:56:00
low,counter admisión,,1,False,plagio,2025-06-23 15:22:00
low,entrada fase 2,,1,True,plagio,2025-04-24 06:04:00
high,almacén,,-1,True,plagio,2025-08-19 18:31:00
low,aula,M302,3,True,plagio,2025-06-14 06:43:00
medium,auditorio,,-1,False,plagio,2025-03-08 13:48:00
high,oficina,P609,6,False,plagio,2025-10-17 13:02:00
low,patio,,-1,True,comportamiento,2025-07-19 18:16:00
medium,aula magna,,-1,True,plagio,2025-06-23 05:31:00
low,counter admisión,,1,False,plagio,2025-06-18 17:36:00
low,aula magna,,-1,True,plagio,2025-01-17 16:10:00
low,laboratorio,L406,4,False,comportamiento,2025-04-23 17:28:00
low,sala de estudio,E804,8,False,plagio,2025-10-07 13:18:00
low,almacén,,-1,True,agresión,2025-08-06 12:16:00
high,counter admisión,,1,False,plagio,2025-07-18 14:42:00
low,listo,,1,False,plagio,2025-09-03 18:29:00
low,entrada fase 2,,1,True,comportamiento,2025-01-08 19:10:00
low,patio,,-1,True,plagio,2025-02-22 18:00:00
low,el café,,6,False,plagio,2025-06-20 16:28:00
medium,jardines,,6,False,plagio,2025-03-18 14:02:00
medium,counter alumnos,,1,False,plagio,2025-08-15 16:10:00
low,counter alumnos,,1,False,plagio,2025-05-11 07:43:00
low,almacén,,-1,True,comportamiento,2025-02-05 17:49:00
low,oficina,P511,5,False,plagio,2025-03-18 09:39:00
low,patio,,-1,True,comportamiento,2025-08-16 20:28:00
medium,counter admisión,,1,False,plagio,2025-04-06 10:07:00
low,dirección general,,10,False,plagio,2025-01-18 15:36:00
low,lia cook,,11,False,plagio,2025-04-14 08:15:00
low,laboratorio,L106,1,True,plagio,2025-09-23 12:23:00
medium,almacén,,-1,True,plagio,2025-03-24 01:43:00
low,lia cook,,11,False,plagio,2025-07-21 14:18:00
low,el café,,6,False,comportamiento,2025-04-04 02:23:00
low,almacén,,-1,True,plagio,2025-07-24 10:26:00
low,entrada fase 2,,1,True,plagio,2025-08-25 21:06:00
high,auditorio,,-1,False,plagio,2025-10-13 23:56:00
medium,comedor,,1,True,plagio,2025-05-13 22:48:00
low,counter admisión,,1,False,plagio,2025-04-27 00:32:00
low,counter alumnos,,1,False,plagio,2025-03-18 18:31:00
low,oficina,P208,2,True,comportamiento,2025-08-01 18:57:00
low,entrada fase 2,,1,True,plagio,2025-07-14 16:56:00
low,listo,,1,False,plagio,2025-06-21 14:11:00
high,counter admisión,,1,False,plagio,2025-01-25 21:30:00
low,oficina,P617,6,False,plagio,2025-09-23 19:48:00
low,counter admisión,,1,False,comportamiento,2025-09-04 14:29:00
low,sala de estudio,E1003,10,False,plagio,2025-09-30 15:56:00
low,estacionamiento,,-1,False,plagio,2025-05-30 07:17:00
medium,listo,,1,False,plagio,2025-09-21 22:18:00
low,counter admisión,,1,False,agresión,2025-08-15 02:22:00
low,el café,,6,False,plagio,2025-03-06 11:44:00
medium,jardines,,6,False,plagio,2025-05-16 23:07:00
medium,patio,,-1,True,discriminación,2025-09-22 14:26:00
medium,el café,,6,False,plagio,2025-08-07 03:45:00
low,listo,,1,False,plagio,2025-08-22 16:46:00
medium,entrada fase 2,,1,True,plagio,2025-05-04 11:28:00
medium,lia cook,,11,False,comportamiento,2025-07-20 17:21:00
low,el café,,6,False,plagio,2025-09-25 03:09:00
low,entrada,,1,False,plagio,2025-04-29 15:00:00
medium,aula magna,,-1,True,plagio,2025-06-12 09:39:00
medium,auditorio,,-1,False,plagio,2025-07-09 20:28:00
medium,counter alumnos,,1,False,plagio,2025-07-27 05:23:00
low,counter alumnos,,1,False,plagio,2025-07-08 17:01:00
low,counter alumnos,,1,False,plagio,2025-05-22 10:31:00
medium,jardines,,6,False,plagio,2025-10-12 12:29:00
low,oficina,P512,5,False,discriminación,2025-03-28 03:33:00
low,estacionamiento,,-1,False,plagio,2025-09-06 21:24:00
low,dirección general,,10,False,plagio,2025-01-28 02:34:00
low,jardines,,6,False,plagio,2025-08-18 02:10:00
high,auditorio,,-1,False,plagio,2025-06-05 09:05:00
high,auditorio,,-1,False,plagio,2025-10-08 13:39:00
low,jardines,,6,False,plagio,2025-07-08 01:36:00
high,almacén,,-1,True,plagio,2025-06-23 18:28:00
low,entrada fase 2,,1,True,plagio,2025-01-24 06:38:00
low,el café,,6,False,plagio,2025-09-05 15:10:00
low,patio,,-1,True,plagio,2025-04-23 16:22:00
low,laboratorio,L211,2,True,plagio,2025-02-03 04:13:00
low,comedor,,1,True,plagio,2025-02-03 07:31:00
low,sala de estudio,E801,8,False,plagio,2025-09-25 14:17:00
low,counter alumnos,,1,False,plagio,2025-04-17 08:27:00
low,sala sum,,1,False,plagio,2025-03-30 22:03:00
low,aula magna,,-1,True,plagio,2025-05-21 20:02:00
medium,el café,,6,False,agresión,2025-01-03 03:55:00
low,listo,,1,False,plagio,2025-05-01 15:44:00
low,sala de estudio,E804,8,False,discriminación,2025-09-16 09:33:00
low,el café,,6,False,plagio,2025-06-03 10:25:00
low,aula,A203,2,False,plagio,2025-06-18 10:23:00
low,laboratorio,L401,4,False,comportamiento,2025-01-03 17:28:00
medium,aula magna,,-1,True,comportamiento,2025-08-03 15:54:00
low,laboratorio,L502,5,False,comportamiento,2025-07-26 07:43:00
medium,listo,,1,False,plagio,2025-02-02 17:22:00
low,almacén,,-1,True,plagio,2025-06-28 05:53:00
low,auditorio,,-1,False,plagio,2025-06-18 07:23:00
medium,comedor,,1,True,plagio,2025-10-27 12:23:00
medium,counter admisión,,1,False,plagio,2025-07-03 19:15:00
low,el café,,6,False,agresión,2025-04-23 04:50:00
low,dirección general,,10,False,plagio,2025-03-15 21:28:00
medium,lia cook,,11,False,comportamiento,2025-03-02 15:17:00
low,counter alumnos,,1,False,plagio,2025-05-14 03:56:00
medium,aula magna,,-1,True,comportamiento,2025-06-06 04:59:00
low,entrada fase 2,,1,True,plagio,2025-07-06 03:22:00
low,patio,,-1,True,comportamiento,2025-09-02 09:09:00
low,aula magna,,-1,True,plagio,2025-06-15 09:18:00
low,auditorio,,-1,False,plagio,2025-08-26 11:18:00
medium,auditorio,,-1,False,plagio,2025-01-30 16:13:00
medium,dirección general,,10,False,plagio,2025-10-25 12:25:00
low,sala de estudio,E814,8,False,plagio,2025-01-26 18:33:00
low,listo,,1,False,comportamiento,2025-05-19 10:59:00
low,sala de estudio,E1001,10,False,plagio,2025-02-05 11:27:00
medium,oficina,P205,2,False,agresión,2025-02-26 11:12:00
low,dirección general,,10,False,plagio,2025-09-17 14:40:00
medium,entrada,,1,False,plagio,2025-02-01 01:43:00
low,entrada fase 2,,1,True,plagio,2025-04-25 13:19:00
high,counter alumnos,,1,False,plagio,2025-08-03 18:04:00
low,aula,A804,8,False,plagio,2025-07-13 08:13:00
low,counter admisión,,1,False,plagio,2025-05-07 04:50:00
medium,oficina,P611,6,False,plagio,2025-01-03 17:27:00
low,counter alumnos,,1,False,plagio,2025-09-06 04:16:00
low,dirección general,,10,False,plagio,2025-01-29 18:26:00
high,lia cook,,11,False,plagio,2025-07-14 19:10:00
low,comedor,,1,True,comportamiento,2025-01-14 20:21:00
low,estacionamiento,,-1,False,comportamiento,2025-05-07 18:26:00
medium,entrada,,1,False,comportamiento,2025-06-28 01:41:00
medium,lia cook,,11,False,plagio,2025-08-01 11:14:00
medium,counter alumnos,,1,False,plagio,2025-05-21 12:49:00
low,dirección general,,10,False,agresión,2025-05-06 08:49:00
high,sala de estudio,E1006,10,False,plagio,2025-06-20 04:27:00
low,patio,,-1,True,plagio,2025-10-27 10:38:00
low,almacén,,-1,True,plagio,2025-06-04 11:38:00
medium,lia cook,,11,False,comportamiento,2025-09-08 02:00:00
low,listo,,1,False,plagio,2025-02-21 17:07:00
low,comedor,,1,True,comportamiento,2025-06-18 09:03:00
low,oficina,P612,6,False,plagio,2025-01-23 03:05:00
medium,entrada,,1,False,plagio,2025-04-11 14:01:00
low,aula,A905,9,False,agresión,2025-08-16 09:27:00
medium,comedor,,1,True,plagio,2025-04-16 09:39:00
medium,estacionamiento,,-1,False,plagio,2025-06-12 00:48:00
low,entrada,,1,False,plagio,2025-01-25 15:12:00
low,auditorio,,-1,False,plagio,2025-10-11 00:01:00
low,laboratorio,L107,1,True,plagio,2025-10-02 00:38:00
high,entrada,,1,False,plagio,2025-05-13 09:36:00
low,almacén,,-1,True,plagio,2025-06-22 06:23:00
medium,sala sum,,1,False,comportamiento,2025-08-05 04:52:00
medium,listo,,1,False,plagio,2025-03-21 07:47:00
low,counter alumnos,,1,False,plagio,2025-08-24 13:12:00
low,estacionamiento,,-1,False,plagio,2025-08-29 05:02:00
medium,entrada fase 2,,1,True,comportamiento,2025-07-22 16:25:00
medium,aula magna,,-1,True,plagio,2025-05-26 23:49:00
low,entrada,,1,False,agresión,2025-07-27 08:18:00
low,oficina,P314,3,False,plagio,2025-02-12 21:41:00
low,laboratorio,L401,4,False,agresión,2025-07-18 15:43:00
low,counter admisión,,1,False,plagio,2025-07-04 12:05:00
low,comedor,,1,True,discriminación,2025-04-13 05:14:00
low,aula,A707,7,False,plagio,2025-06-23 22:46:00
low,patio,,-1,True,plagio,2025-05-03 04:39:00
high,aula,M603,6,False,plagio,2025-06-28 08:56:00
low,counter alumnos,,1,False,plagio,2025-01-17 16:24:00
medium,estacionamiento,,-1,False,agresión,2025-05-27 18:41:00
low,lia cook,,11,False,plagio,2025-04-26 07:53:00
low,counter admisión,,1,False,plagio,2025-07-30 14:57:00
high,el café,,6,False,plagio,2025-08-29 04:24:00
low,oficina,P212,2,True,plagio,2025-06-17 07:07:00
low,comedor,,1,True,plagio,2025-02-06 21:59:00
medium,aula,A101,1,False,plagio,2025-05-02 20:48:00
medium,patio,,-1,True,comportamiento,2025-04-19 06:57:00
medium,patio,,-1,True,plagio,2025-03-26 03:46:00
low,jardines,,6,False,plagio,2025-08-12 02:45:00
low,dirección general,,10,False,comportamiento,2025-08-16 12:05:00
low,entrada,,1,False,discriminación,2025-07-21 06:13:00
low,entrada,,1,False,comportamiento,2025-09-16 14:59:00
low,comedor,,1,True,plagio,2025-07-08 14:06:00
high,estacionamiento,,-1,False,plagio,2025-08-04 21:43:00
medium,aula,M603,6,False,discriminación,2025-04-28 01:28:00
low,auditorio,,-1,False,plagio,2025-06-09 03:59:00
low,counter admisión,,1,False,plagio,2025-01-08 12:59:00
medium,laboratorio,L502,5,False,plagio,2025-09-03 01:07:00
low,jardines,,6,False,agresión,2025-05-22 22:35:00
medium,listo,,1,False,agresión,2025-03-09 02:07:00
low,laboratorio,L022,-2,False,plagio,2025-05-29 01:09:00
medium,dirección general,,10,False,plagio,2025-07-21 12:46:00
low,listo,,1,False,plagio,2025-03-26 11:34:00
low,el café,,6,False,plagio,2025-07-26 03:44:00
low,aula magna,,-1,True,plagio,2025-03-16 07:05:00
low,sala de estudio,E803,8,False,plagio,2025-09-07 20:04:00
medium,lia cook,,11,False,robo,2025-09-04 02:11:00
medium,jardines,,6,False,plagio,2025-09-27 12:55:00
medium,el café,,6,False,plagio,2025-03-07 21:52:00
low,estacionamiento,,-1,False,plagio,2025-01-15 23:28:00
low,entrada,,1,False,plagio,2025-09-24 01:01:00
high,aula magna,,-1,True,agresión,2025-09-29 17:17:00
low,counter admisión,,1,False,plagio,2025-01-14 02:39:00
medium,almacén,,-1,True,plagio,2025-06-25 20:13:00
low,laboratorio,L201,2,False,plagio,2025-01-20 00:21:00
low,estacionamiento,,-1,False,robo,2025-06-15 10:06:00
medium,auditorio,,-1,False,plagio,2025-04-29 14:07:00
low,lia cook,,11,False,agresión,2025-04-15 21:43:00
low,comedor,,1,True,plagio,2025-08-25 23:13:00
low,auditorio,,-1,False,plagio,2025-08-10 07:27:00
low,jardines,,6,False,plagio,2025-01-12 00:02:00
low,comedor,,1,True,plagio,2025-07-05 10:33:00
medium,counter admisión,,1,False,plagio,2025-07-01 20:07:00
low,laboratorio,L204,2,False,plagio,2025-04-22 05:44:00
high,almacén,,-1,True,plagio,2025-01-31 19:22:00
low,laboratorio,L207,2,True,agresión,2025-04-15 02:32:00
low,sala sum,,1,False,plagio,2025-05-06 08:25:00
medium,comedor,,1,True,plagio,2025-06-10 18:25:00
low,patio,,-1,True,plagio,2025-09-29 20:11:00
low,el café,,6,False,plagio,2025-07-07 14:25:00
medium,sala de estudio,E1003,10,False,plagio,2025-07-19 18:40:00
low,entrada fase 2,,1,True,plagio,2025-02-06 12:22:00
low,estacionamiento,,-1,False,plagio,2025-01-16 15:28:00
medium,entrada fase 2,,1,True,plagio,2025-04-17 06:51:00
medium,sala sum,,1,False,comportamiento,2025-04-24 01:08:00
low,el café,,6,False,robo,2025-10-17 22:25:00
medium,entrada,,1,False,comportamiento,2025-01-26 13:44:00
medium,auditorio,,-1,False,plagio,2025-08-09 03:39:00
medium,el café,,6,False,plagio,2025-07-06 07:30:00
medium,comedor,,1,True,plagio,2025-07-06 08:43:00
medium,counter admisión,,1,False,agresión,2025-08-22 16:47:00
low,comedor,,1,True,comportamiento,2025-05-21 15:52:00
low,laboratorio,L404,4,False,plagio,2025-03-22 13:24:00
low,sala sum,,1,False,plagio,2025-09-28 21:36:00
medium,comedor,,1,True,plagio,2025-01-04 19:11:00
low,laboratorio,L210,2,True,plagio,2025-05-17 06:03:00
low,counter alumnos,,1,False,plagio,2025-06-23 01:51:00
low,el café,,6,False,plagio,2025-07-10 23:13:00
low,counter alumnos,,1,False,agresión,2025-08-10 07:33:00
high,estacionamiento,,-1,False,plagio,2025-10-10 19:28:00
low,counter alumnos,,1,False,plagio,2025-08-31 12:31:00
medium,sala de estudio,E802,8,False,agresión,2025-03-28 00:13:00
medium,auditorio,,-1,False,plagio,2025-09-26 18:16:00
low,auditorio,,-1,False,plagio,2025-10-21 03:34:00
medium,estacionamiento,,-1,False,plagio,2025-04-01 11:46:00
low,oficina,P317,3,False,plagio,2025-07-01 10:22:00
medium,el café,,6,False,plagio,2025-03-15 14:29:00
high,counter admisión,,1,False,plagio,2025-03-07 10:13:00
high,almacén,,-1,True,plagio,2025-06-25 07:51:00
low,entrada,,1,False,agresión,2025-03-12 03:17:00
low,listo,,1,False,plagio,2025-03-03 22:58:00
medium,sala de estudio,E1009,10,False,agresión,2025-05-20 07:38:00
low,listo,,1,False,discriminación,2025-02-28 16:39:00
high,counter admisión,,1,False,plagio,2025-09-26 14:11:00
low,counter admisión,,1,False,plagio,2025-06-24 20:00:00
low,estacionamiento,,-1,False,agresión,2025-09-16 06:49:00
low,auditorio,,-1,False,comportamiento,2025-04-16 07:41:00
medium,auditorio,,-1,False,comportamiento,2025-05-16 06:34:00
medium,aula,A202,2,False,plagio,2025-03-21 06:47:00
low,auditorio,,-1,False,plagio,2025-01-29 06:21:00
low,counter alumnos,,1,False,agresión,2025-06-10 15:56:00
low,listo,,1,False,plagio,2025-02-26 06:32:00
low,aula magna,,-1,True,plagio,2025-02-22 16:30:00
medium,counter admisión,,1,False,plagio,2025-10-02 20:43:00
low,sala de estudio,E802,8,False,plagio,2025-02-12 05:44:00
medium,entrada fase 2,,1,True,comportamiento,2025-03-09 06:39:00
low,entrada fase 2,,1,True,plagio,2025-08-21 20:25:00
low,aula magna,,-1,True,plagio,2025-07-05 07:23:00
medium,lia cook,,11,False,plagio,2025-06-14 22:03:00
low,estacionamiento,,-1,False,plagio,2025-02-12 21:40:00
low,estacionamiento,,-1,False,plagio,2025-03-04 23:19:00
high,entrada fase 2,,1,True,plagio,2025-06-26 18:53:00
medium,sala sum,,1,False,plagio,2025-07-20 02:50:00
low,patio,,-1,True,plagio,2025-02-10 22:02:00
medium,jardines,,6,False,plagio,2025-06-01 07:42:00
medium,laboratorio,L202,2,False,plagio,2025-08-22 16:44:00
medium,jardines,,6,False,plagio,2025-03-20 12:29:00
low,laboratorio,L201,2,False,comportamiento,2025-08-11 05:37:00
high,counter admisión,,1,False,plagio,2025-02-19 08:27:00
low,entrada fase 2,,1,True,agresión,2025-08-09 02:43:00
medium,aula,A201,2,False,comportamiento,2025-05-22 10:53:00
low,lia cook,,11,False,plagio,2025-03-25 10:54:00
low,el café,,6,False,plagio,2025-09-24 16:16:00
low,sala sum,,1,False,plagio,2025-08-28 09:34:00
medium,sala de estudio,E803,8,False,plagio,2025-01-02 21:40:00
high,el café,,6,False,comportamiento,2025-09-12 09:06:00
high,dirección general,,10,False,plagio,2025-06-02 21:28:00
low,dirección general,,10,False,plagio,2025-07-05 12:35:00
high,jardines,,6,False,plagio,2025-09-23 08:05:00
high,sala sum,,1,False,plagio,2025-10-01 08:20:00
low,patio,,-1,True,plagio,2025-10-18 07:09:00
low,entrada fase 2,,1,True,plagio,2025-10-11 21:58:00
low,sala de estudio,E1001,10,False,plagio,2025-01-28 14:04:00
medium,dirección general,,10,False,plagio,2025-04-03 14:43:00
low,sala de estudio,E816,8,False,plagio,2025-03-30 21:11:00
low,jardines,,6,False,discriminación,2025-04-07 16:16:00
medium,sala sum,,1,False,plagio,2025-01-14 16:33:00
medium,aula magna,,-1,True,plagio,2025-06-05 14:04:00
medium,counter alumnos,,1,False,plagio,2025-03-22 21:26:00
low,estacionamiento,,-1,False,agresión,2025-09-23 10:50:00
low,comedor,,1,True,comportamiento,2025-07-10 08:21:00
low,estacionamiento,,-1,False,comportamiento,2025-05-03 11:00:00
medium,sala de estudio,E1010,10,False,agresión,2025-01-15 11:19:00
low,comedor,,1,True,comportamiento,2025-08-29 04:18:00
low,el café,,6,False,comportamiento,2025-10-22 09:37:00
low,el café,,6,False,plagio,2025-10-10 11:29:00
medium,entrada fase 2,,1,True,agresión,2025-08-25 15:14:00
low,estacionamiento,,-1,False,plagio,2025-04-19 12:51:00
low,dirección general,,10,False,plagio,2025-04-20 18:14:00
low,oficina,P303,3,False,plagio,2025-10-10 16:33:00
low,counter admisión,,1,False,robo,2025-10-22 23:07:00
low,aula magna,,-1,True,plagio,2025-04-30 18:55:00
low,listo,,1,False,plagio,2025-06-11 12:55:00
medium,almacén,,-1,True,plagio,2025-02-20 20:25:00
low,jardines,,6,False,plagio,2025-03-13 00:10:00
low,aula,A1001,10,False,plagio,2025-08-29 10:30:00
medium,patio,,-1,True,plagio,2025-02-21 06:27:00
low,sala de estudio,E814,8,False,robo,2025-09-01 16:25:00
low,auditorio,,-1,False,plagio,2025-05-19 01:40:00
low,laboratorio,L210,2,True,plagio,2025-07-11 09:08:00
medium,el café,,6,False,plagio,2025-06-14 06:41:00
medium,laboratorio,L408,4,False,plagio,2025-01-14 17:58:00
low,comedor,,1,True,plagio,2025-09-06 23:43:00
low,oficina,P609,6,False,comportamiento,2025-04-08 19:24:00
low,counter alumnos,,1,False,plagio,2025-03-05 12:16:00
medium,sala de estudio,E814,8,False,plagio,2025-07-20 19:16:00
low,entrada fase 2,,1,True,plagio,2025-03-22 19:45:00
medium,entrada,,1,False,plagio,2025-06-06 10:24:00
high,aula,A801,8,False,plagio,2025-03-06 06:00:00
medium,estacionamiento,,-1,False,agresión,2025-07-22 18:13:00
medium,almacén,,-1,True,plagio,2025-07-24 21:48:00
medium,auditorio,,-1,False,plagio,2025-01-09 05:59:00
low,sala de estudio,E801,8,False,comportamiento,2025-07-15 21:19:00
low,listo,,1,False,plagio,2025-07-21 15:42:00
low,counter admisión,,1,False,plagio,2025-03-20 11:39:00
medium,counter alumnos,,1,False,plagio,2025-08-29 17:39:00
low,patio,,-1,True,plagio,2025-09-02 14:35:00
low,sala sum,,1,False,plagio,2025-08-06 15:56:00
low,dirección general,,10,False,plagio,2025-09-03 18:48:00
high,laboratorio,L021,-2,False,plagio,2025-01-12 09:41:00
medium,el café,,6,False,plagio,2025-01-18 08:11:00
medium,counter alumnos,,1,False,plagio,2025-10-10 05:21:00
low,aula,A203,2,False,discriminación,2025-02-22 17:06:00
medium,comedor,,1,True,plagio,2025-01-24 18:19:00
low,aula magna,,-1,True,plagio,2025-02-14 10:27:00
low,jardines,,6,False,agresión,2025-01-25 04:40:00
medium,auditorio,,-1,False,plagio,2025-07-03 07:40:00
low,oficina,P501,5,False,plagio,2025-05-31 18:59:00
medium,listo,,1,False,plagio,2025-02-15 19:38:00
low,dirección general,,10,False,plagio,2025-07-29 21:56:00
low,oficina,P609,6,False,comportamiento,2025-10-27 04:38:00
high,entrada fase 2,,1,True,plagio,2025-07-27 22:44:00
low,laboratorio,L505,5,False,plagio,2025-09-26 04:25:00
low,aula,A502,5,False,plagio,2025-07-07 04:00:00
medium,laboratorio,L203,2,False,plagio,2025-06-29 21:57:00
medium,aula,A602,6,False,plagio,2025-08-13 10:59:00
low,jardines,,6,False,plagio,2025-06-12 13:41:00
medium,comedor,,1,True,plagio,2025-05-31 12:14:00
medium,listo,,1,False,comportamiento,2025-04-27 01:22:00
low,dirección general,,10,False,discriminación,2025-03-06 13:17:00
low,aula magna,,-1,True,plagio,2025-01-11 15:18:00
low,aula,M303,3,True,plagio,2025-07-05 12:24:00
low,estacionamiento,,-1,False,plagio,2025-08-12 22:53:00
low,sala sum,,1,False,agresión,2025-04-28 14:06:00
low,patio,,-1,True,plagio,2025-05-24 13:27:00
low,entrada,,1,False,plagio,2025-10-27 14:13:00
low,el café,,6,False,agresión,2025-02-12 20:18:00
medium,lia cook,,11,False,comportamiento,2025-08-21 09:38:00
medium,sala sum,,1,False,plagio,2025-01-31 20:08:00
medium,sala de estudio,E1010,10,False,comportamiento,2025-02-07 20:44:00
low,entrada fase 2,,1,True,plagio,2025-07-09 05:17:00
low,jardines,,6,False,plagio,2025-08-25 07:02:00
low,el café,,6,False,plagio,2025-02-18 08:29:00
low,counter alumnos,,1,False,plagio,2025-05-20 07:09:00
low,patio,,-1,True,plagio,2025-06-29 13:53:00
low,jardines,,6,False,agresión,2025-05-19 02:53:00
high,auditorio,,-1,False,comportamiento,2025-01-08 18:37:00
low,lia cook,,11,False,plagio,2025-09-06 16:32:00
medium,counter alumnos,,1,False,plagio,2025-01-08 09:54:00
low,dirección general,,10,False,plagio,2025-05-18 08:39:00
low,dirección general,,10,False,plagio,2025-06-16 19:57:00
low,laboratorio,L508,5,False,comportamiento,2025-05-29 02:21:00
low,jardines,,6,False,plagio,2025-04-13 14:09:00
medium,entrada fase 2,,1,True,plagio,2025-03-16 11:46:00
low,sala de estudio,E1004,10,False,plagio,2025-01-31 13:42:00
low,oficina,P601,6,False,plagio,2025-02-21 14:25:00
low,oficina,P317,3,False,agresión,2025-02-01 18:27:00
medium,listo,,1,False,plagio,2025-08-15 00:16:00
medium,counter admisión,,1,False,plagio,2025-02-01 18:18:00
low,jardines,,6,False,plagio,2025-04-05 18:20:00
low,comedor,,1,True,plagio,2025-05-15 21:21:00
low,el café,,6,False,plagio,2025-07-27 09:05:00
medium,sala sum,,1,False,plagio,2025-09-21 23:31:00
low,entrada fase 2,,1,True,comportamiento,2025-02-08 15:51:00
low,sala de estudio,E1001,10,False,plagio,2025-07-03 23:04:00
low,entrada fase 2,,1,True,agresión,2025-10-16 00:28:00
low,el café,,6,False,plagio,2025-03-20 03:09:00
low,counter alumnos,,1,False,plagio,2025-02-24 15:07:00
medium,jardines,,6,False,plagio,2025-08-20 19:52:00
low,dirección general,,10,False,agresión,2025-04-15 17:16:00
low,counter admisión,,1,False,comportamiento,2025-07-15 12:03:00
